Registration No,Generic name,Trade name,Strength value,Unit of strength ,Dosage Form,Route of Administration,Volume,Unit of volume,Package type,Shelf-life (mon),Package size,Legal status,Product control,Storage conditions,ATCvet,Target Animals,Type,Withdrawal Period (days),Manufacturer name,Country of Manufacturer,Marketing Company,Nationality,MAH (Agent name),Authorization status,Marketed,Marketing status
7240046009202,Meloxicam,Metacam 20 mg/ml,20,mg/ml,Solution for injection,Intravenous (not otherwise specified),50,ml,Vial,36,,Prescription,Uncontrolled,Do not store above 30°C,QM01AC06,"Cattle , Horses","meat, milk","Cattle : Meat and offal (15 days), Milk (5 days),Horses: Meat and offal (5 days)
",Labiana life Science ,SPAIN,Boehringer Ingelheim Vetmedica GmbH,GERMANY,agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
7240046009203,Meloxicam,Metacam 20 mg/ml,20,mg/ml,Solution for injection,Intravenous (not otherwise specified),100,ml,Vial,36,,Prescription,Uncontrolled,Do not store above 30°C,QM01AC06,"Cattle , Horses","meat, milk","Cattle : Meat and offal (15 days), Milk (5 days),Horses: Meat and offal (5 days)
",Labiana life Science ,SPAIN,Boehringer Ingelheim Vetmedica GmbH,GERMANY,agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
7240046009204,Meloxicam,Metacam 20 mg/ml,20,mg/ml,Solution for injection,Intravenous (not otherwise specified),250,ml,Vial,36,,Prescription,Uncontrolled,Do not store above 30°C,QM01AC06,"Cattle , Horses","meat, milk","Cattle : Meat and offal (15 days), Milk (5 days),Horses: Meat and offal (5 days)
",Labiana life Science ,SPAIN,Boehringer Ingelheim Vetmedica GmbH,GERMANY,agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
5600016009301,"Magnesium Chloride, Calcium Gluconate Monohydrate",CALCIUM BOROGLUCONATE,"40 , 279.24",mg/ml,Solution for injection,Intravenous (not otherwise specified),500,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,,"cattle, sheep ,Goat",,,KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V.,BELGIUM,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
4000076008701,Diazinon,Ectodat 60EC - Aluminum Bottle,600,mg/ml,Concentrate for dip emulsion,Topical,1000,ml,Bottle,24,,Prescription,Uncontrolled,Store below 25°C,QP53AF ,Cattle,meat,70,Jordan Insecticides & Agro-Treatment Manufacturing Company,JORDAN,Jordan Insecticides & Agro-Treatment Manufacturing Company,JORDAN,Abdullah M. Alblimy Warehouse for Veterinary Medicines,Valid,Marketed,Marketed
4000076008702,Diazinon,Ectodat 60EC - Plastic Bottle ,600,mg/ml,Concentrate for dip emulsion,Topical,1000,ml,Bottle,24,,Prescription,Uncontrolled,Store below 25°C,QP53AF ,Cattle,meat,70,Jordan Insecticides & Agro-Treatment Manufacturing Company,JORDAN,Jordan Insecticides & Agro-Treatment Manufacturing Company,JORDAN,Abdullah M. Alblimy Warehouse for Veterinary Medicines,Valid,Marketed,Marketed
4000056000701,Ivermectin,Avimec ,10,mg/ml,Solution for injection,Subcutaneous,50,ml,Vial,36,,Prescription,Uncontrolled,Do not store above 30°C,QP54AA01,"Cattle, Sheep",meat,Cattle:49   Sheep:42,Arab Veterinary Industrial Company (AVICO),JORDAN,Arab Veterinary Industrial Company (AVICO),JORDAN,Mansour Al Mosaed Branch Co. for Trading & Contracting,Valid,Marketed,Marketed
3800026009401,"Amoxicillin trihydrate, Potassium clavulanate, Prednisolone",Synulox LC,,,Intramammary suspension,Intramammary use,3,g,Syringe ,18,12,Prescription,Uncontrolled,Do not store above 25°C,,Cattle (lactating Cow),"meat, milk","7 , 84 hrs",Haupt Pharma Latina ,ITALY,Zoetis Italia S.r.1,ITALY,Desert Hills Veterinary service,Valid,Marketed,Marketed
7240036009501,Closantel,Vermifor Ecto,50,mg/ml,Solution for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Do not store above 25°C,QP52AG09 ,Cattle,meat,77,Laboratorio Farmacologico Super's Diana S.L.,SPAIN,Laboratorio Farmacologico Super's Diana S.L.,SPAIN,Al-Enayah Est. For Agriculture & Veterinary,Valid,Marketed,Marketed
0760026009601,Inactivated Newcastle viral fluids,New Vac K,,,Emulsion for injection,Intramuscular,500,ml,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AA02 ,Chickens (Hens),meat,21,Zoetis Indústria de Produtos Veterinários Ltda ,BRAZIL,Zoetis Indústria de Produtos Veterinários Ltda ,BRAZIL,ALEMAR INTL. for Agrochemical & Veterinary,Valid,Marketed,Marketed
8400016009701,Bursal disease virus (2512 strain),Poulvac Bursaplex ,,,Lyophilisate for solution for injection,Subcutaneous,2000,DF,Bottle,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD09 ,Chickens,meat,21,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,ALEMAR INTL. for Agrochemical & Veterinary,Valid,Marketed,Marketed
0760026009801,Live Newcastle disease virus (Ulster strain),POULVAC NDW ,,,Solution for injection,Subcutaneous,4,ml,Vial,18,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD06 ,Broilers ,,,Zoetis Indústria de Produtos Veterinários Ltda ,BRAZIL,Zoetis Indústria de Produtos Veterinários Ltda ,BRAZIL,ALEMAR INTL. for Agrochemical & Veterinary,Valid,Marketed,Marketed
7240026000701,Ivermectin,Promectine,10,mg/ml,Solution for injection,Subcutaneous,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,,"Cattle, Sheep",meat,49,Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
7240026000702,Ivermectin,Promectine,10,mg/ml,Solution for injection,Subcutaneous,50,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,,"Cattle, Sheep",meat,49,Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
6820016009901,Tocopheryl acetate,Selevit-E 10% ,100,mg/ml,Oral solution,Oral,1000,ml,Bottle,24,1,OTC,Uncontrolled,Store below 30°C,,,,,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),Valid,Marketed,Marketed
5600016005302,Phenylbutazone ,Phenylbuta-kel 20% ,200,mg/ml,Solution for injection,Intravenous (not otherwise specified),50,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QM01AA01,"Cattle , Horses , Dogs","meat, milk","21, 7",KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V.,BELGIUM,Altaher International Establishment,Valid,Marketed,Marketed
7240036000401,Doxycycline Hyclate,Doxbrom Polvo,500,mg/g  ,Oral powder,Oral,1000,g,Sachet,36,1,Prescription,Uncontrolled,,,Chickens,meat,7,Laboratorio Farmacologico Super's Diana S.L.,SPAIN,Laboratorio Farmacologico Super's Diana S.L.,SPAIN,Al-Enayah Est. For Agriculture & Veterinary,Valid,Marketed,Marketed
7240036000402,Doxycycline Hyclate,Doxbrom Polvo,500,mg/g  ,Oral powder,Oral,5000,g,Box,36,1,Prescription,Uncontrolled,,,Chickens,meat,7,Laboratorio Farmacologico Super's Diana S.L.,SPAIN,Laboratorio Farmacologico Super's Diana S.L.,SPAIN,Al-Enayah Est. For Agriculture & Veterinary,Valid,Marketed,Marketed
7240026000501,Enrofloxacin ,Ganadexil Enrofloxacin 5%,50,mg/ml,Solution for injection,Subcutaneous,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,,"Cattle, Dogs",meat,14,Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
7240026010001,"Sulfamethazine, trimethoprim",Zinaprim ,"200, 40",mg/ml,Solution for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,,"Cattle , Horses , Dogs , Cats","meat, milk","28 , 4 ",Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
8400026010101,"Marek’s disease HVT strain, Newcastle disease virus",VECTORMUNE HVT NDV ,,,Suspension for injection,Subcutaneous,1000,DF,Vial,24,,Prescription,Uncontrolled,Store and transport frozen,QI01AD,Chicken,meat,21,Biomune Company,UNITED STATES,Biomune Company,UNITED STATES,M.A.S. Veterinary Services,Valid,Marketed,Marketed
8400026010102,"Marek’s disease HVT strain, Newcastle disease virus",VECTORMUNE HVT NDV ,,,Suspension for injection,Subcutaneous,2000,DF,Vial,24,,Prescription,Uncontrolled,Store and transport frozen,QI01AD,Chicken,meat,21,Biomune Company,UNITED STATES,Biomune Company,UNITED STATES,M.A.S. Veterinary Services,Valid,Marketed,Marketed
8400026010103,"Marek’s disease HVT strain, Newcastle disease virus",VECTORMUNE HVT NDV ,,,Suspension for injection,Subcutaneous,4000,DF,Vial,24,,Prescription,Uncontrolled,Store and transport frozen,QI01AD,Chicken,meat,21,Biomune Company,UNITED STATES,Biomune Company,UNITED STATES,M.A.S. Veterinary Services,Valid,Marketed,Marketed
4840016010201,"Newcastle disease virus (LaSota strain), Infectious Bronchitis virus (Massachusetts serotype)",Volvac ND+IB MLV,,,Lyophilisate for solution for injection,Subcutaneous,1000,DF,Vial,36,10,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,Chickens,meat,21,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Desert Hills Veterinary service,Valid,Marketed,Marketed
4840016010301,"Clostridium chauvoei, Clostridium septicum, Clostridium Novyi, Clostridium Sordellii, Clostridium perfringens C, Clostridium perfringens D, Mannheimia Haemolytica, Pasteurella multocida",Bar-Vac 10 ways con Retigen,,,Suspension for injection,Subcutaneous,50,ml,Vial,36,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,"Cattle, Sheep , Goats",meat,21,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
4840016010302,"Clostridium chauvoei, Clostridium septicum, Clostridium Novyi, Clostridium Sordellii, Clostridium perfringens C, Clostridium perfringens D, Mannheimia Haemolytica, Pasteurella multocida",Bar-Vac 10 ways con Retigen,,,Suspension for injection,Subcutaneous,100,ml,Vial,36,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,"Cattle, Sheep , Goats",meat,21,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
4840016010303,Inactivated Newcastle disease virus (Lasota strain),Volvac ND Conc. KV,,,Solution for injection,Subcutaneous,500,ml,Bottle,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AA ,Chicken,,,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Desert Hills Veterinary service,Valid,Marketed,Marketed
3600036010701,"Abamectin, Praziquantel",Promectin Plus,"3.7 , 64.2",mg/g  ,,Oral,32.4,g,Syringe ,18,10,Prescription,Uncontrolled,Store below 30°C,QP54AA52 ,horses,meat,28,Jurox Pty Limited,AUSTRALIA,Jurox Pty Limited,AUSTRALIA,Al-Enayah Est. For Agriculture & Veterinary,Valid,Marketed,Marketed
4840016010202,"Newcastle disease virus (LaSota strain), Infectious Bronchitis virus (Massachusetts serotype)",Volvac ND+IB KV,,,Emulsion for injection,Subcutaneous,500,ml,Bottle,36,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,Poultry,,,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Desert Hills Veterinary service,Valid,Marketed,Marketed
4840016011201,Live Newcastle disease virus (LaSota strain),Volva ND LaSota MLV,,,Lyophilisate for solution for injection,Oral,1000,DF,Bottle,36,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD,Chicken,meat,21,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Desert Hills Veterinary service,Valid,Marketed,Marketed
4840016010501,"Infectious Coryza, Newcastle, Infectious Bronchitis, Egg Drop Syndrome",Volvac AC Plus ND+IB+EDS KV,,,Emulsion for injection,Subcutaneous,500,ml,Bottle,36,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,Poultry,,,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Boehringer Ingelheim Vetmedica S.A de C.V,MEXICO,Desert Hills Veterinary service,Valid,Marketed,Marketed
3600046010801,Gonadorelin acetate,Gonabreed Inj,100,µg/ml,Solution for injection,Intramuscular,20,ml,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QH01CA01,Cattle,,,Parnell Laboratories Pty Ltd,AUSTRALIA,Parnell Laboratories Pty Ltd,AUSTRALIA,National veterinary company,Valid,Marketed,Marketed
3600046010802,Gonadorelin acetate,Gonabreed Inj,100,µg/ml,Solution for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QH01CA02,Cattle,,,Parnell Laboratories Pty Ltd,AUSTRALIA,Parnell Laboratories Pty Ltd,AUSTRALIA,National veterinary company,Valid,Marketed,Marketed
8400016010601,Live Newcastle disease vaccine B1 Type (LaSota strain) ,"Newcastle Disease Vaccine B1 Type Lasota Strain, Live Virus ",,,Lyophilisate for suspension,Inhalation,1000,DF,Vial,30,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,Chicken,meat,21,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills Veterinary service,Valid,Marketed,Marketed
8400016010602,Live Newcastle disease vaccine B1 Type (LaSota strain) ,"Newcastle Disease Vaccine B1 Type Lasota Strain, Live Virus ",,,Lyophilisate for suspension,Inhalation,2500,DF,Vial,30,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,Chicken,meat,21,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills Veterinary service,Valid,Marketed,Marketed
8400016010901,Live Marek's Disease Virus (Serotypes 1 & 3),Poulvac Marek CVI+HVT ,,,Solution for injection,Subcutaneous,1000,DF,Ampoule,22,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD ,Chicken,meat,21,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills Veterinary service,Valid,Marketed,Marketed
8400016010902,Live Marek's Disease Virus (Serotypes 1 & 3),Poulvac Marek CVI+HVT ,,,Solution for injection,Subcutaneous,2000,DF,Ampoule,22,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD ,Chicken,meat,21,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills Veterinary service,Valid,Marketed,Marketed
8400016011001,Bursal disease viral tissue (Lukert strain),Bursine 2,,,Lyophilisate for suspension,Oral,1000,DF,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD ,Chicken,meat,21,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills Veterinary service,Valid,Marketed,Marketed
8400016011002,Bursal disease viral tissue (Lukert strain),Bursine 2,,,Lyophilisate for suspension,Oral,2500,DF,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD ,Chicken,meat,21,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills Veterinary service,Valid,Marketed,Marketed
8400016011003,Bursal disease viral tissue (Lukert strain),Bursine 2,,,Lyophilisate for suspension,Oral,5000,DF,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD ,Chicken,meat,21,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills Veterinary service,Valid,Marketed,Marketed
8400016010401,"Inactivated Newcastle disease virus-B1 Type (LaSota strain), Inactivated Bronchitis virus (IB41)",Poulvac IN+B ,,,Emulsion for injection,Intramuscular,1000,DF,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,Chicken,meat,21,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills Veterinary service,Valid,Marketed,Marketed
8400016009702,Bursal disease virus (2512 strain),Poulvac Bursaplex ,,,Lyophilisate for solution for injection,Subcutaneous,8000,DF,Bottle,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD09 ,Chickens,meat,21,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,ALEMAR INTL. for Agrochemical & Veterinary,Valid,Marketed,Marketed
2500016011301,Bis (aminoethylthio) – 4 melaminophenylarsine dihydrochloride,Cymelarsan,100,mg/ml,Powder for injection*,Intramuscular,20,ml,Bottle,36,1,Prescription,Uncontrolled,Store below 25°C,,Camel,"meat, milk",14,Merial (Rhone Merieux),FRANCE,Merial (Rhone Merieux),FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,Marketed,Marketed
4000046000601,Gentamicin sulphate,Gentodad 10%,100,mg/ml,Solution for injection,Intravenous (not otherwise specified),100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01GB03,"Horses, Foals, Dogs, Cats",,,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Al-Safa Store Co. Ltd. For Medical,Valid,Marketed,Marketed
6820016003901,"Vitamins, Minerals",Vita-Aminolytes,,,Oral solution,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QA11JB,"Cattle, Camels, Horses, Foals, Goats, Sheep, Poultry",meat,14,Pharma Care Leading Manufacturing Company Ltd,SAUDI ARABIA,Pharma Care Leading Manufacturing Company Ltd,SAUDI ARABIA,Pharma Care Leading Manufacturing Company Ltd,Valid,Marketed,Marketed
4000026001701,"Vitamin A, Vitamin D3, Vitamin E",VIT AD3E,,,Oral solution,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,,Poultry ,,,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026001702,"Vitamin A, Vitamin D3, Vitamin E",VIT AD3E,,,Oral solution,Oral,500,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,,Poultry ,,,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026000101,Amoxicillin Trihydrate,Amoxicillin 50%,500,mg/g  ,Powder for oral solution,Oral,500,g,Jar,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01CA04,Poultry ,meat,14,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026000102,Amoxicillin Trihydrate,Amoxicillin 50%,500,mg/g  ,Powder for oral solution,Oral,1000,g,Jar,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01CA04,Poultry ,meat,14,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
6820016001101,"Sulphadiazine Sodium, Trimethoprim",Pharma Trimazine 120,"100 , 20",mg/ml,Oral suspension,Oral,1,l,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01EW10,"Horse, Calf, Poultry",meat,10,Pharma Care Leading Manufacturing Company Ltd,SAUDI ARABIA,Pharma Care Leading Manufacturing Company Ltd,SAUDI ARABIA,Pharma Care Leading Manufacturing Company Ltd,Valid,Marketed,Marketed
3480016011401,Live attenuated Infectious Bronchitis virus strain 1-96,CEVAC Ibird,min 2.8 log10 EID50/dose,,Lyophilisate for suspension,Oral,1000,DF,Vial,18,20,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD07 ,Chicken,,,Ceva-Phylaxia Veterinary Biologicals Co.Ltd.,HUNGARY,Ceva-Phylaxia Veterinary Biologicals Co.Ltd.,HUNGARY,MAS VETERINARY SERVICES,Valid,Marketed,Marketed
3480016011402,Live attenuated Infectious Bronchitis virus strain 1-96,CEVAC Ibird,min 2.8 log10 EID50/dose,,Lyophilisate for suspension,Oral,2500,DF,Vial,18,20,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD07 ,Chicken,,,Ceva-Phylaxia Veterinary Biologicals Co.Ltd.,HUNGARY,Ceva-Phylaxia Veterinary Biologicals Co.Ltd.,HUNGARY,MAS VETERINARY SERVICES,Valid,Marketed,Marketed
3480016011403,Live attenuated Infectious Bronchitis virus strain 1-96,CEVAC Ibird,min 2.8 log10 EID50/dose,,Lyophilisate for suspension,Oral,5000,DF,Vial,18,20,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD07 ,Chicken,,,Ceva-Phylaxia Veterinary Biologicals Co.Ltd.,HUNGARY,Ceva-Phylaxia Veterinary Biologicals Co.Ltd.,HUNGARY,MAS VETERINARY SERVICES,Valid,Marketed,Marketed
4000046011501,"Camphor, Turpentine oil, Methyl salicylate, Potassium iodide, Iodine, Lanoline and Vaseline",Udder-Heal Ointment,"10, 12, 7.5, 10, 5, 150",mg/g  ,Ointment,Topical,500,g,Box,48,1,Prescription,Uncontrolled,Store below 30°C,,"Camel, Cow, Goat, Horse, Sheep",,,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Dar Al Dawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Al-Safa Store Co. Ltd. For Medical,Valid,Marketed,Marketed
2500036000103,Amoxicillin Trihydrate,Vetrimoxin L.A,15,g,Suspension for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01CA04,Cattle,"meat, milk","16, 3",Ceva Santè animale,FRANCE,Ceva Santè animale,FRANCE,M.A.S. Veterinary Services,Valid,Marketed,Marketed
2030016011901,"Natrii citras anhydricus, Natrii acetas anhydricus, Natrii propionas, Kalii chloridum, Natrii chloridum, Kalii dihydrogenophosphas",Aqua Viva oral powder,"3.92, 3.28, 1.92, 2.98, 4.68, 1.36", g,Oral powder,Oral,83.7,g,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,,Calves,,,Bioveta A.S.,CZECH REPUBLIC,Bioveta A.S.,CZECH REPUBLIC,Al-Enayah Est. For Agriculture & Veterinary,Valid,Marketed,Marketed
7240056011601,"Benzylpenicillin procaine, Dihydrostreptomycin sulphate",Pendistrep suspension for injection,"200000, 250 ",IU/mg,Suspension for injection,Intramuscular,50,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,,"Cattle, Sheep, Goat, Horse","meat, milk","30, 3",Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,Spain,National veterinary company,Valid,Marketed,Marketed
7240056011602,"Benzylpenicillin procaine, Dihydrostreptomycin sulphate",Pendistrep suspension for injection,"200000, 250 ",IU/mg,Suspension for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,,"Cattle, Sheep, Goat, Horse","meat, milk","30, 3",Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,Spain,National veterinary company,Valid,Marketed,Marketed
0760036005101,Doramectin,Dectomax,10 mg/ml,mg/ml,Powder for injection*,Intramuscular,50,ml,Vial,36,1,Prescription,Uncontrolled,Store below 30°C,QP54AA03,"Cattle, Sheep",Meat and offal,70,Laboratorios Pfizer Ltda.,BRAZIL,Laboratorios Pfizer Ltda.,BRAZIL,Desert Hills Veterinary service,Valid,Marketed,Marketed
8400016011701,"Avian Reovirus Vaccine, Killed Virus",Tri-Reo,"5.9, 6, 4.8 log10 TCID50/dose ",,Solution for injection,Intramuscular,500,ml,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,Chicken,meat,42,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills Veterinary service,Valid,Marketed,Marketed
0760026011101,Inactivated Newcastle disease virus (Lasota strain),Chick NK,7 log10 EID50/dose,,Emulsion for injection,Intramuscular,500,ml,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD06 ,Chickens (Hens),,,Zoetis Indústria de Produtos Veterinários Ltda ,BRAZIL,Zoetis Indústria de Produtos Veterinários Ltda - Brazil,BRAZIL,Desert Hills Veterinary service,Valid,Marketed,Marketed
1000016001201,Tylosin Tartarate,Pharmasin granules,100,%,Granules,Oral,1.1,kg,Sachet,36,1,Prescription,Uncontrolled,Store  below 30°C,QJ01FA90,"Calves, Turkeys ,Chickens","Meat, Meat and offal","12, 2, 1",Biovet Joint Stock Company ,BULGARIA,Huvepharma NV ,BULGARIA,Artat Enterprise,Valid,Marketed,Marketed
2500036011801,Spectinomycin,Spectam Scour Halt,50,mg/ml,Oral solution,Oral,100,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01XX04,Sheep (lambs),meat,10,Ceva Santè animale,FRANCE,Ceva Santè animale,FRANCE,M.A.S. Veterinary Services,Valid,Marketed,Marketed
2500036012001,Pregnant Mare Serum Gonadotrophin (PMSG),Syncropart Pmsg 6000,6000,IU,solution for injection,Intramuscular,6000,IU,Box,36,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QG03GA,"Sheep, goat (young and adult female)",,,Ceva Santè animale,FRANCE,Ceva Santè animale,FRANCE,M.A.S. Veterinary Services,Valid,Marketed,Marketed
2500036008201,Progesterone,PRID DELTA,1.55,g,Vaginal delivery system,Vaginal,1.55,g,Sachet,36,10,Prescription,Uncontrolled,Store below 25°C,QG03DA04,Cattle (Cows and Heifers),"Meat, offal and Milk:", zero day,Ceva Santè animale,FRANCE,Ceva Santè animale,FRANCE,M.A.S. Veterinary Services,Valid,Marketed,Marketed
5600016008302,"Procaine benzylpenicillin, Dihydrostreptomycin sulphate",Combi-kel 20+20,200,IU,Suspension for injection,Intramuscular,50,ml,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,"Horse, Cow, Sheep","meat, milk",,KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V.,BELGIUM,Altaher International Establishment,Valid,Marketed,Marketed
5600016008303,"Procaine benzylpenicillin, Dihydrostreptomycin sulphate",Combi-kel 20+20,200,IU,Suspension for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,"Horse, Cow, Sheep","meat, milk",,KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V.,BELGIUM,Altaher International Establishment,Valid,Marketed,Marketed
